IDquartiere;quartiere;indice_stranieri;perc_europei;perc_africa;perc_america;perc_asia;perc_oceania;indice_vecchiaia_uomo;indice_vecchiaia;indice_vecchiaia_donna;indice_pop_attiva;indice_pop_attiva_uomo;indice_pop_attiva_donna;indice_pop_pendolare;indice_pop_non_pend_esterna_quartiere;indice_pop_non_pend_interna_quartiere
1;DUOMO;0.1086093577145832;0.3055721989215099;0.08807669263031756;0.17555422408627921;0.42959856201318153;0.0011983223487118035;1.4084249084249085;1.677846008502598;1.9648780487804878;1.4391348088531186;1.4126984126984128;1.4630872483221478;0.04464111407561658;0.4780373527689204;0.477321533155463
2;BRERA;0.10261811616009629;0.3460410557184751;0.06392961876832845;0.1718475073313783;0.4129032258064516;0.005278592375366569;1.457092819614711;1.793527803099362;2.158745247148289;1.4990467111534795;1.4492529623905204;1.5419068736141908;0.047667770087270536;0.45386698766175143;0.49846524225097805
3;GIARDINI PORTA VENEZIA;0.18518518518518517;0.1;0.0;0.2;0.7;0.0;0.4;0.45454545454545453;0.5;0.8095238095238095;0.5;1.2222222222222223;0.05555555555555555;0.5370370370370371;0.4074074074074074
4;GUASTALLA;0.102723125178215;0.27550312283136713;0.04441360166551006;0.20541290770298404;0.4732824427480916;0.0013879250520471894;1.5736095965103598;1.925207756232687;2.2882882882882885;1.462837837837838;1.3654524089306699;1.5524324324324323;0.04847447961220416;0.4709865982321072;0.4805389221556886
5;VIGENTINA;0.08238478070524556;0.30917874396135264;0.10338164251207729;0.19903381642512077;0.3864734299516908;0.001932367149758454;1.435215946843854;1.8735565819861433;2.3510253317249696;1.4550161812297735;1.387878787878788;1.517133956386293;0.057629547082703174;0.47568255989811353;0.46668789301918334
6;TICINESE;0.08864176203843663;0.2850182704019488;0.13032886723507917;0.19488428745432398;0.38976857490864797;0.0;1.5090415913200723;1.9361602982292638;2.3903846153846153;1.1858011444921317;1.1684250188394876;1.201497617426821;0.05576549341394947;0.48283308140790326;0.46140142517814725
7;MAGENTA - S. VITTORE;0.08764792899408284;0.340365682137834;0.06329113924050633;0.1729957805907173;0.4170182841068917;0.006329113924050633;1.211661341853035;1.5688421052631578;1.9670525378450578;1.5007411067193677;1.4938337801608579;1.5066422354557947;0.05257642998027613;0.48785749506903353;0.45956607495069035
8;PARCO SEMPIONE;0.0;;;;;;0.0;0.0;;1.0;1.0;;0.0;1.0;0.0
9;GARIBALDI REPUBBLICA;0.11117898594990837;0.2490842490842491;0.07509157509157509;0.2673992673992674;0.4010989010989011;0.007326007326007326;1.298360655737705;1.8298245614035087;2.4415094339622643;1.3356940509915014;1.2837078651685394;1.3885714285714286;0.05864386072083079;0.4766849928731419;0.4646711464060273
10;CENTRALE;0.18032473734479465;0.1507768361581921;0.07662429378531073;0.2108050847457627;0.5614406779661016;0.00035310734463276836;1.3058933582787653;1.7307496175420705;2.2399103139013454;1.3025583982202447;1.2588028169014085;1.3472784525416104;0.06278255332696593;0.480611270296084;0.45660617637695
11;ISOLA;0.1413816959873493;0.1789584061516952;0.14750087382034255;0.188046137714086;0.48549458231387627;0.0;1.3701960784313725;1.843432289548597;2.3530405405405403;1.2921426098996192;1.2474870017331023;1.3366747321119945;0.07012255386440008;0.46422217829610596;0.46565526783949396
12;MACIACHINI - MAGGIOLINA;0.151621531260448;0.1543550165380375;0.11686879823594266;0.22298787210584345;0.5057883131201764;0.0;1.5548862115127176;2.1052631578947367;2.71165191740413;1.341667960863488;1.2701525054466232;1.4128952262864227;0.06995987963891676;0.45762286860581747;0.4724172517552658
13;GRECO;0.18632863576928665;0.16023391812865498;0.13606237816764133;0.21052631578947367;0.49317738791423;0.0;1.4285714285714286;1.8792621576299608;2.360693641618497;1.2581913499344692;1.2392444910807974;1.2771084337349397;0.08056080197588261;0.46273427284614266;0.45670492517797473
14;NIGUARDA - CA' GRANDA;0.0982197134172818;0.2278219864426761;0.26702033598585323;0.2502210433244916;0.2549366342469791;0.0;1.8986064392119173;2.4661079615479418;3.0637651821862346;1.412603062426384;1.3169095535507749;1.511879049676026;0.08629324070053554;0.4022289766970618;0.5114777826024026
15;BICOCCA;0.12060065696855936;0.18028534370946822;0.26329442282749677;0.23216601815823606;0.324254215304799;0.0;0.8934108527131783;1.055609756097561;1.2200392927308448;1.2463312368972745;1.2050505050505051;1.2908496732026145;0.10683560143907399;0.48709526044110746;0.40606913811981854
16;VIALE MONZA;0.17948415506801918;0.1805038335158817;0.11325301204819277;0.2674698795180723;0.4376779846659365;0.001095290251916758;1.491725768321513;1.8272783251231528;2.192159383033419;1.195784353465748;1.1535539880629408;1.2376850605652758;0.08964378391129983;0.45093182354328853;0.4594243925454117
17;ADRIANO;0.15079726651480638;0.2054380664652568;0.1661631419939577;0.21852970795568982;0.40986908358509566;0.0;0.8182608695652174;0.9494020239190433;1.0966796875;1.1585306911551474;1.0832558139534885;1.2399396378269618;0.1140470766894457;0.5012148823082764;0.38473804100227793
18;PARCO LAMBRO - CIMIANO;0.1131681737920702;0.21891252955082743;0.1314420803782506;0.29598108747044916;0.3536643026004728;0.0;2.084348641049672;2.76878612716763;3.4925668979187314;1.4037610619469028;1.335278276481149;1.4703315881326353;0.08721707956551983;0.407030873776018;0.5057520466584622
19;PADOVA;0.2515705311250714;0.13166855845629966;0.17152226005801488;0.2224744608399546;0.47420860133686465;0.0001261193088661874;1.5680081507896078;2.086311887741594;2.647188533627343;1.2038393253439859;1.116816431322208;1.297602581834947;0.08090614886731391;0.43981217082302176;0.47928168030966434
20;LORETO;0.2577242101307277;0.11811269659410478;0.1833142381001979;0.19966670138527237;0.4988022081033226;0.00010415581710238516;1.2376111817026683;1.6417159115780258;2.0738224637681157;1.1101893748952572;1.0232007575757576;1.2086459449803502;0.07655759267709983;0.4736799720827853;0.4497624352401149
21;BUENOS AIRES - VENEZIA;0.09678210450715574;0.2767420814479638;0.09592760180995476;0.19710407239819006;0.42877828054298645;0.0014479638009049773;1.476384364820847;1.8662244333886124;2.2705518018018016;1.406448622881356;1.3308067135896047;1.4788750648004148;0.06551403997407466;0.4818084677772523;0.4526774922486731
22;CITTA' STUDI;0.11367621274108708;0.23136246786632392;0.12673521850899744;0.2961439588688946;0.34498714652956297;0.0007712082262210797;1.7256281407035177;2.402540176257128;3.123661670235546;1.3250661375661377;1.2388093106535363;1.4087749782797567;0.07364114552893045;0.44883109292811224;0.47752776154295734
23;LAMBRATE;0.1539694411796132;0.1714087439278279;0.17418459403192227;0.23525329632199862;0.41915336571825124;0.0;1.06056338028169;1.3876080691642652;1.7300884955752212;1.175242893127024;1.176;1.1745014245014245;0.09573672400897532;0.4901164654343413;0.4141468105566834
24;PARCO FORLANINI - ORTICA;0.21566110397946084;0.30357142857142855;0.26785714285714285;0.23214285714285715;0.19642857142857142;0.0;0.9259259259259259;1.1538461538461537;1.4;1.0404411764705883;1.1729323308270676;0.9136690647482014;0.09114249037227215;0.47368421052631576;0.43517329910141206
25;CORSICA;0.11984282907662082;0.2351288056206089;0.08477751756440281;0.24355971896955503;0.4360655737704918;0.000468384074941452;1.7149576669802447;2.27549540840986;2.86779324055666;1.379905131522208;1.323822463768116;1.4308641975308642;0.07010945832163906;0.458995228739826;0.4708953129385349
26;XXII MARZO;0.07634108104423692;0.2825892857142857;0.1125;0.22544642857142858;0.3767857142857143;0.0026785714285714286;1.4849585062240664;1.9738896366083445;2.501398992725238;1.5032840722495895;1.4504297994269342;1.5515976951283394;0.05780110421920796;0.47552995705814194;0.46666893872265014
27;PORTA ROMANA;0.08946283653226846;0.26997840172786175;0.10583153347732181;0.2059035277177826;0.41828653707703384;0.0;1.3806193806193807;1.8059384941675505;2.287005649717514;1.240858331508649;1.225629290617849;1.2548278757346767;0.06859461548370475;0.49793894113100606;0.43346644338528917
28;UMBRIA - MOLISE;0.15488052626487375;0.16021236727045596;0.2848219862585884;0.19706433479075577;0.35727670206121176;0.0006246096189881324;1.5547785547785549;2.123740427247078;2.7370184254606365;1.2472613458528952;1.1753472222222223;1.3194009056078022;0.06621843861855471;0.4567089097417046;0.4770726516397407
29;ORTOMERCATO;0.27371651785714285;0.14169215086646278;0.30784913353720694;0.2344546381243629;0.3160040774719674;0.0;1.5740740740740742;2.2195704057279237;2.9064039408866993;1.126546146527117;1.0618374558303887;1.202061855670103;0.06584821428571429;0.4408482142857143;0.49330357142857145
30;MECENATE;0.11372790333407921;0.22528283325135268;0.20708312838170193;0.31382193802262665;0.2538121003443187;0.0;2.0496780128794847;2.7277829747427504;3.429115128449096;1.3939101014983084;1.3507751937984496;1.4368370298939248;0.0773103602595659;0.39824345491161334;0.5244461848288208
31;PARCO MONLUE' - PONTE LAMBRO;0.2787730061349693;0.12323943661971831;0.301056338028169;0.3503521126760563;0.22535211267605634;0.0;0.8123167155425219;0.93033381712627;1.0459770114942528;1.0154185022026432;0.9957865168539326;1.0369230769230768;0.07484662576687116;0.4785276073619632;0.4466257668711656
32;TRIULZO SUPERIORE;0.5379146919431279;0.14390602055800295;0.2790014684287812;0.2701908957415565;0.3069016152716593;0.0;0.5045871559633027;0.6180904522613065;0.7555555555555555;0.8582677165354331;0.8647686832740213;0.8502202643171806;0.13744075829383887;0.4834123222748815;0.3791469194312796
33;ROGOREDO;0.12822978007451027;0.22399250234301782;0.1640112464854733;0.35238987816307404;0.25866916588566075;0.0009372071227741331;0.7024793388429752;0.884450784593438;1.0798816568047338;1.0472242249459265;1.0622347949080622;1.0316176470588236;0.13051315947602452;0.5073909385891119;0.3620959019348636
34;CHIARAVALLE;0.0863239573229874;0.21348314606741572;0.11235955056179775;0.1797752808988764;0.4943820224719101;0.0;1.8979591836734695;1.9056603773584906;1.912280701754386;1.6290909090909091;1.4407894736842106;1.8617886178861789;0.10766246362754607;0.4277400581959263;0.46459747817652763
35;LODI - CORVETTO;0.18745766886275475;0.17966825422893742;0.24059779931023156;0.22647396945311216;0.35325997700771883;0.0;1.620792079207921;2.276175630033775;3.0;1.282563749138525;1.2019166480944952;1.3683337283716521;0.07022350840465488;0.4213102641462964;0.5084662274490487
36;SCALO ROMANA;0.24203549283728887;0.10644876325088339;0.28091872791519434;0.20229681978798586;0.41033568904593637;0.0;1.3800350262697023;1.5837696335078535;1.7860869565217392;1.1878850102669405;1.0418977202711028;1.3702848344880678;0.07141329912336968;0.4622621338464828;0.4663245670301475
37;EX OM - MORIVIONE;0.12198483804272915;0.1536723163841808;0.14463276836158193;0.22259887005649717;0.47909604519774013;0.0;1.0742115027829313;1.591469194312796;2.131782945736434;1.1714697406340058;1.130560928433269;1.2118320610687023;0.07029634734665748;0.4753962784286699;0.45430737422467266
38;RIPAMONTI;0.08301617507136061;0.2664756446991404;0.12416427889207259;0.2607449856733524;0.34765998089780326;0.0009551098376313276;1.6801853997682503;2.0078171978352377;2.36125;1.3870765370138018;1.2851851851851852;1.4923469387755102;0.08047890897557881;0.45615287028227086;0.46336822074215034
39;QUINTOSOLE;0.23598130841121495;0.48514851485148514;0.34983498349834985;0.066006600660066;0.09900990099009901;0.0;3.357142857142857;2.1052631578947367;0.896551724137931;1.5625;1.6363636363636365;0.9574468085106383;0.024922118380062305;0.12850467289719625;0.8465732087227414
40;RONCHETTO DELLE RANE;0.13513513513513514;0.09;0.42;0.23;0.26;0.0;0.40425531914893614;0.525;0.696969696969697;1.4924623115577889;1.46;1.5252525252525253;0.12837837837837837;0.5256756756756756;0.34594594594594597
41;GRATOSOGLIO - TICINELLO;0.09784646854934939;0.148664343786295;0.3315911730545877;0.18873403019744484;0.3310104529616725;0.0;2.086442220200182;2.5155393053016453;2.948576675849403;1.565915565915566;1.4641586171835281;1.6715945089757127;0.07278822660378431;0.38962441047786806;0.5375873629183476
42;STADERA;0.1431452365836352;0.16957996347508478;0.22488912079311243;0.22462822854161232;0.38012001043569005;0.0007826767545003914;1.425845147219193;1.8561253561253561;2.3269689737470167;1.2182203389830508;1.1521229486845532;1.2865607325612711;0.08145049856219891;0.4497143070545617;0.46883519438323934
43;TIBALDI;0.12017568451546584;0.20762052877138415;0.19984447900466562;0.24650077760497668;0.3452566096423017;0.0007776049766718507;1.9661319073083778;2.5381205673758864;3.1040564373897706;1.1701164294954722;1.078616352201258;1.266977363515313;0.06737688066535838;0.43491262498831884;0.49771049434632275
44;NAVIGLI;0.11383414384438188;0.2478920741989882;0.18324901630129287;0.2703766160764474;0.2962338392355256;0.0022484541877459247;1.3147773279352226;1.7733545647558386;2.279017857142857;1.0735499302371936;1.0822784810126582;1.0657347941065356;0.06897875607883286;0.48419503455336577;0.4468262093678014
45;S. CRISTOFORO;0.14109362054681027;0.22724603640634175;0.273047563123899;0.22724603640634175;0.2724603640634175;0.0;1.5515463917525774;1.8699934340118187;2.2008032128514055;1.1990859754355898;1.1212814645308924;1.2766685681688534;0.07108533554266777;0.45724937862468934;0.4716652858326429
46;BARONA;0.09503856197242971;0.14696485623003194;0.4460063897763578;0.18466453674121405;0.22236421725239616;0.0;2.3568232662192394;2.92816091954023;3.5319148936170213;1.5651131824234354;1.399897066392177;1.7422737306843268;0.06206352098135665;0.38707718467237506;0.5508592943462683
47;CANTALUPA;0.10588235294117647;0.17777777777777778;0.24444444444444444;0.17777777777777778;0.4;0.0;1.0588235294117647;1.1612903225806452;1.2857142857142858;1.2384615384615385;1.4444444444444444;1.0921052631578947;0.11058823529411765;0.5035294117647059;0.38588235294117645
48;RONCHETTO SUL NAVIGLIO;0.09822519221096501;0.18653986832479882;0.2582297000731529;0.3035844915874177;0.2516459400146306;0.0;2.155893536121673;2.5358056265984654;2.92258064516129;1.4239884393063584;1.3375071143995447;1.5132119788608338;0.08306387870949199;0.42085219515700223;0.49608392613350577
49;GIAMBELLINO;0.1896665853743511;0.1473181484202792;0.3152094048493755;0.1991182953710507;0.3381704628949302;0.0001836884643644379;1.4076600209863588;1.8985468245425188;2.4154696132596687;1.2739031194521937;1.2371960682876357;1.3092039800995026;0.07246629272201512;0.4509284743755008;0.4766052329024841
50;TORTONA;0.06689151208544127;0.3329831932773109;0.08403361344537816;0.23214285714285715;0.3476890756302521;0.0031512605042016808;1.5792349726775956;1.9679869777536625;2.351293103448276;1.4204419889502762;1.4090368608799049;1.4303405572755419;0.060989319842608206;0.48362844294547497;0.4553822372119168
51;WASHINGTON;0.08387738853503185;0.3289036544850498;0.060749881347887995;0.2401518747033697;0.368296155671571;0.0018984337921214998;1.453904873752202;1.8314509122502172;2.198857142857143;1.483087878297459;1.4762579730687455;1.4888293118856122;0.059156050955414013;0.4792197452229299;0.46162420382165603
52;BANDE NERE;0.10242090242582295;0.2327648330530867;0.09512370886380014;0.23084314196492914;0.4410281047321643;0.00024021138601969732;1.9451833937928256;2.631346113334738;3.38261253309797;1.446744015887948;1.382198952879581;1.5061208107565724;0.06832160606209713;0.43583624464891996;0.4958421492889829
53;LORENTEGGIO;0.10534278206863604;0.2161753590325019;0.31746031746031744;0.20559334845049132;0.26077097505668934;0.0;1.7454981992797118;2.374769230769231;3.0366161616161618;1.4668758716875872;1.387783115991764;1.5485471296952515;0.07062664224858667;0.41683255036229;0.5125408073891233
54;MUGGIANO;0.04744916161255797;0.3157894736842105;0.17293233082706766;0.3308270676691729;0.18045112781954886;0.0;0.40181268882175225;0.46794871794871795;0.5426621160409556;1.1764705882352942;1.305;1.0663811563169165;0.14841241526935425;0.5511951480556546;0.3003924366749911
55;BAGGIO;0.12787212787212787;0.17578125;0.15708705357142858;0.3217075892857143;0.34542410714285715;0.0;1.7124183006535947;2.2109152927799887;2.7550535077288942;1.3519820073095306;1.3009626274065684;1.4022892238972642;0.08812615955473098;0.41037533894676753;0.5014985014985015
56;FORZE ARMATE;0.1299697639785189;0.15868055555555555;0.24479166666666666;0.2604166666666667;0.33576388888888886;0.00034722222222222224;1.8068181818181819;2.270249520153551;2.7463035019455253;1.3717614327942966;1.2712564543889846;1.4743499648629657;0.07288235028656528;0.4172119680490997;0.509905681664335
57;SELINUNTE;0.2575750950985965;0.12306908843999322;0.40281785774910883;0.16618570701069427;0.3079273468002037;0.0;1.3794233289646134;2.0274819649604945;2.7415162454873645;1.2847391516333495;1.18784;1.3847424042272127;0.05876437409820297;0.43072012592365877;0.5105154999781383
58;DE ANGELI - MONTE ROSA;0.0902243841205084;0.35594202898550725;0.06782608695652174;0.19942028985507246;0.37623188405797103;0.0005797101449275362;1.6251012145748989;2.0761358984854685;2.537251655629139;1.5122320848668542;1.5037986704653372;1.519299641862316;0.06626915633662848;0.4618965427062085;0.47183430095716306
59;TRE TORRI;0.09461663947797716;0.5344827586206896;0.04310344827586207;0.1724137931034483;0.25;0.0;1.5833333333333333;1.7150837988826815;1.831578947368421;1.5255972696245734;1.2297297297297298;1.8275862068965518;0.05872756933115824;0.46574225122349105;0.47553017944535075
60;S. SIRO;0.128631058863617;0.3403973509933775;0.09470198675496688;0.21788079470198676;0.34635761589403974;0.0006622516556291391;1.277301927194861;1.5295081967213116;1.7924107142857142;1.5257548845470692;1.4696645253390435;1.5813295615275813;0.07394156231365534;0.46801260754749124;0.4580458301388534
61;QUARTO CAGNINO;0.06904109589041096;0.16507936507936508;0.2777777777777778;0.2761904761904762;0.28095238095238095;0.0;1.9521178637200736;2.126672613737734;2.290657439446367;1.4477351916376306;1.3255620316402998;1.5817351598173517;0.07802739726027397;0.45402739726027397;0.46794520547945206
62;QUINTO ROMANO;0.06459127488352392;0.19344262295081968;0.26229508196721313;0.2786885245901639;0.26557377049180325;0.0;1.6027397260273972;1.9087591240875912;2.2578125;1.5369018653690187;1.463768115942029;1.6111111111111112;0.08915713680643796;0.4572215163066497;0.4536213468869123
63;FIGINO;0.1025;0.23170731707317074;0.2865853658536585;0.18292682926829268;0.29878048780487804;0.0;1.1403508771929824;1.5666666666666667;2.0729166666666665;1.4674418604651163;1.4403669724770642;1.4952830188679245;0.1275;0.4375;0.435
64;TRENNO;0.04215399610136452;0.2254335260115607;0.36416184971098264;0.18497109826589594;0.2254335260115607;0.0;1.9465020576131686;2.1848552338530065;2.466019417475728;1.5910852713178294;1.3385964912280701;1.9025974025974026;0.08942495126705653;0.4342105263157895;0.476364522417154
65;GALLARATESE;0.06101780210102535;0.2675257731958763;0.17216494845360825;0.29020618556701033;0.26958762886597937;0.0005154639175257732;2.6423398328690806;3.2661498708010335;3.9295023696682465;1.6110083256244219;1.5204980261160037;1.7043532727842154;0.06699377240988866;0.37919104233503176;0.5538151852550796
66;QT 8;0.07605052848672338;0.2542372881355932;0.09830508474576272;0.23728813559322035;0.4101694915254237;0.0;1.6978723404255318;2.277083333333333;2.83265306122449;1.5424476295479603;1.4863636363636363;1.595289079229122;0.07424593967517401;0.4421242588295953;0.4836298014952307
67;PORTELLO;0.07491812227074236;0.2896174863387978;0.06557377049180328;0.30418943533697634;0.3406193078324226;0.0;1.854978354978355;2.4602076124567476;3.1506172839506172;1.4646924829157175;1.4058479532163743;1.5205327413984462;0.07164301310043668;0.4398198689956332;0.4885371179039301
68;PAGANO;0.08270676691729323;0.37272727272727274;0.058333333333333334;0.19545454545454546;0.36893939393939396;0.004545454545454545;1.2135697764070932;1.575769854132901;1.976942783945346;1.5614830621499067;1.5450372920252438;1.5757726819541376;0.059273182957393485;0.47913533834586464;0.46159147869674183
69;SARPI;0.14012550756736802;0.19125395152792413;0.059799789251844045;0.14093782929399368;0.6074815595363541;0.0005268703898840885;1.2753938077131994;1.674269819193324;2.0929304446978336;1.2743362831858407;1.2403609515996719;1.3051899677179042;0.06360280546327057;0.4820967146548542;0.4543004798818752
70;GHISOLFA;0.12962498432208705;0.1683599419448476;0.10982099661344945;0.2312530237058539;0.49056603773584906;0.0;1.3678990081154192;1.845204178537512;2.376128385155466;1.3493037526551805;1.2921294060840174;1.4039704524469068;0.0650319829424307;0.4736611062335382;0.4613069108240311
71;VILLAPIZZONE;0.2465036921011412;0.13094292522410075;0.17769204584137072;0.20617269942130942;0.4851923295132191;0.0;1.2150452934226073;1.727120067170445;2.311460674157303;1.2105672105672105;1.1541825095057034;1.2694598888006354;0.06886328037592303;0.45499552472588944;0.4761411948981875
72;MAGGIORE - MUSOCCO;0.10816777041942605;0.19795918367346937;0.17142857142857143;0.38571428571428573;0.24489795918367346;0.0;1.806228373702422;2.06872852233677;2.3276450511945392;1.3175675675675675;1.2343234323432344;1.4048442906574394;0.07991169977924945;0.4421633554083885;0.47792494481236203
73;CASCINA TRIULZA - EXPO;0.028112449799196786;0.0;0.2857142857142857;0.7142857142857143;0.0;0.0;0.625;0.4;0.14285714285714285;1.1923076923076923;1.3116883116883118;0.8518518518518519;0.060240963855421686;0.26907630522088355;0.6706827309236948
74;SACCO;0.16666666666666666;0.17073170731707318;0.04878048780487805;0.24390243902439024;0.5365853658536586;0.0;1.4375;1.3333333333333333;1.2352941176470589;1.4852941176470589;1.2619047619047619;1.8461538461538463;0.07723577235772358;0.44715447154471544;0.47560975609756095
75;STEPHENSON;0.17307692307692307;0.0;0.0;0.0;1.0;0.0;2.5;3.6666666666666665;6.0;1.7142857142857142;2.0;1.4285714285714286;0.17307692307692307;0.46153846153846156;0.36538461538461536
76;QUARTO OGGIARO;0.17564028434406992;0.12296669248644462;0.2511618900077459;0.17389620449264137;0.45178156467854375;0.00019364833462432224;1.3112709832134293;1.78125;2.2929503916449088;1.3624612202688728;1.2971051295073641;1.4302264349657714;0.07632393456004898;0.4179449678582361;0.5057310975817149
77;BOVISA;0.264952687020175;0.13679245283018868;0.23753369272237196;0.19339622641509435;0.43194070080862534;0.00033692722371967657;1.1927710843373494;1.5788742182070883;1.995664739884393;1.0613648871766648;0.9572519083969465;1.1839424805272618;0.07436172112122835;0.4723263702910195;0.45331190858775217
78;FARINI;0.2676659528907923;0.11314285714285714;0.2377142857142857;0.1462857142857143;0.5017142857142857;0.001142857142857143;1.225130890052356;1.4529262086513994;1.6683168316831682;1.047069271758437;1.016778523489933;1.0811320754716982;0.07922912205567452;0.4866931783420006;0.4340776996023249
79;DERGANO;0.2676548880421734;0.11368954758190328;0.1953978159126365;0.1936427457098284;0.4970748829953198;0.0001950078003120125;1.0975438596491227;1.371345029239766;1.6689549961861174;1.1224455611390285;1.0169230769230768;1.2485294117647059;0.07709170624771648;0.4827496215877655;0.440158672164518
80;AFFORI;0.23068224651338107;0.14460784313725492;0.14419934640522875;0.1881127450980392;0.5206290849673203;0.0024509803921568627;1.1888604353393086;1.5118451785118452;1.8634146341463416;1.147044991377959;1.0991458206223308;1.197678168332796;0.08791933660007539;0.4674896343761779;0.4445910290237467
81;BOVISASCA;0.10299758488421651;0.23310344827586207;0.23586206896551723;0.2979310344827586;0.23310344827586207;0.0;1.7580645161290323;2.14614499424626;2.533333333333333;1.411764705882353;1.3475336322869955;1.4759238521836506;0.08168773973575792;0.4240659184543259;0.49424634180991617
82;COMASINA;0.2636758983749142;0.16319444444444445;0.15104166666666666;0.1996527777777778;0.4861111111111111;0.0;1.0158273381294964;1.4237668161434978;1.864696734059098;1.1364696734059099;1.1079847908745246;1.1662688941925219;0.08365758754863813;0.4447241931792172;0.47161821927214465
83;BRUZZANO;0.1374125874125874;0.24491094147582698;0.21755725190839695;0.2811704834605598;0.25636132315521626;0.0;1.4918032786885247;1.8380041011619959;2.2477611940298505;1.2521631644004945;1.1789473684210525;1.325107958050586;0.0875;0.43304195804195805;0.479458041958042
84;PARCO NORD;0.14432989690721648;0.5;0.07142857142857142;0.0;0.42857142857142855;0.0;1.25;0.9285714285714286;0.8;0.7948717948717948;0.8421052631578947;0.75;0.10309278350515463;0.5463917525773195;0.35051546391752575
85;PARCO DELLE ABBAZIE;0.4162303664921466;0.9182389937106918;0.006289308176100629;0.031446540880503145;0.0440251572327044;0.0;0.2978723404255319;0.3333333333333333;0.3673469387755102;0.5875;0.5454545454545454;0.6388888888888888;0.07068062827225131;0.468586387434555;0.4607329842931937
86;PARCO DEI NAVIGLI;0.15693430656934307;0.6744186046511628;0.18604651162790697;0.06976744186046512;0.06976744186046512;0.0;0.37037037037037035;0.5686274509803921;0.7916666666666666;0.9019607843137255;0.8;1.0476190476190477;0.08759124087591241;0.5145985401459854;0.3978102189781022
87;PARCO AGRICOLO SUD;0.11450381679389313;0.7333333333333333;0.0;0.13333333333333333;0.13333333333333333;0.0;0.5416666666666666;0.5636363636363636;0.5806451612903226;0.8526315789473684;0.7692307692307693;0.9534883720930233;0.10687022900763359;0.3549618320610687;0.5381679389312977
88;PARCO BOSCO IN CITTï¿½;0.4602368866328257;0.6360294117647058;0.16911764705882354;0.04411764705882353;0.15073529411764705;0.0;0.3939393939393939;0.4365079365079365;0.48333333333333334;0.64;0.5095541401273885;0.8602150537634409;0.07952622673434856;0.4263959390862944;0.494077834179357
