codiceIsil;denominazioni.ufficiale;ente;indirizzo.via-piazza;tipologia-amministrativa;tipologia-funzionale;accesso.portatori-handicap;accesso.riservato;comune;position_label;Lat;Long
IT-TO0176;Biblioteca civica Emilio Garrou;Comune di Prali;Piazza Perro 10;Comune;Pubblica;;False;Torino;0;44,8892191;7,0488073
IT-TO0403;Biblioteca civica Lelio Basso;Comune di Trofarello;Via C. Battisti;Comune;Pubblica;;False;Torino;1;44,9814949;7,7411556
IT-TO0405;Biblioteca civica;Comune di Usseglio;Via Roma 7;Comune;Pubblica;;False;Torino;2;45,2326647;7,2178919
IT-TO0407;Biblioteca civica Renato Bertolotto;Comune di Val della Torre;Via Mulino 115;Comune;Pubblica;;False;Torino;3;45,159458;7,4364643
IT-TO0409;Biblioteca civica;Comune di Valperga;Via G. Matteotti 19;Comune;Pubblica;;False;Torino;4;45,3697154;7,6563096
IT-TO0412;Biblioteca civica;Comune di Varisella;Via don G. Cabodi 4;Comune;Pubblica;;False;Torino;5;45,2102334;7,489395
IT-TO0413;Biblioteca comunale Tancredi Milone;Comune di Venaria;Via Verdi, 18;Comune;Pubblica;;False;Torino;6;45,130781;7,62753
IT-TO0414;Biblioteca civica;Comune di Verolengo;Via C. Battisti 5;Comune;Pubblica;;False;Torino;7;45,1892409;7,9670633
IT-TO0419;Biblioteca civica;Comune di Vico Canavese;Via Costituzione;Comune;Pubblica;;False;Torino;8;45,4942099;7,7818802
IT-TO0421;Biblioteca civica Giuseppe Luisia;Comune di Vigone;Via Umberto I  9;Comune;Pubblica;;False;Torino;9;44,843135;7,494017
IT-TO0422;Biblioteca civica;Comune di Villafranca Piemonte;Via Valzania 10;Comune;Pubblica;;False;Torino;10;44,7804805;7,5018082
IT-TO0424;Biblioteca civica;Comune di Villardora;Via Pelissere 1;Comune;Pubblica;;False;Torino;11;45,1154408;7,384223
IT-TO0425;Biblioteca civica;Comune di Villar Focchiardo;Via Conte Carroccio 30;Comune;Pubblica;;False;Torino;12;45,1095523;7,2267709
IT-TO0427;Biblioteca civica;Comune di Villar Perosa;Viale primo maggio 37 ;Comune;Pubblica;;False;Torino;13;44,9014996;7,2323227
IT-TO0428;Biblioteca civica Luciano Tamburini;Comune di Villarbasse;Via Fratelli Vitrani 9;Comune;Pubblica;;False;Torino;14;45,04398;7,465657
IT-TO0430;Biblioteca civica;Comune di Villareggia;Via della Piazza 14;Comune;Pubblica;;False;Torino;15;45,3111059;7,9781739
IT-TO0432;Biblioteca civica Giacolin Avataneo;Comune di Villastellone;Via Artemisia Gentileschi 1;Comune;Pubblica;;False;Torino;16;44,9239475;7,75000899999998
IT-TO0433;Biblioteca civica;Comune di Vinovo;Via San Bartolomeo n. 40;Comune;Pubblica;True;False;Torino;17;44,9482582;7,63353480000001
IT-TO0435;Biblioteca civica;Comune di Vische;Piazza colonnello Amione;Comune;Pubblica;;False;Torino;18;45,3329774;7,9505611
IT-TO0437;Biblioteca civica;Comune di Viu';Via Rimembranza;Comune;Pubblica;;False;Torino;19;45,2375546;7,3760312
IT-TO0438;Biblioteca civica;Comune di Volvera;Via San Michele, 14;Comune;Pubblica;;False;Torino;20;44,9569942;7,5117562
IT-TO0439;Biblioteca Comunale;Comune di Borgone di Susa;Via G. Bobba 33;Comune;Pubblica;;False;Torino;21;45,1202522;7,2406746
IT-TO0444;Biblioteca civica;Comune di Rivarolo Canavese;Via Palma di Cesnola 20;Comune;Pubblica;;False;Torino;22;45,3332195;7,7246143
IT-TO0445;Biblioteca Ginatta;Ginatta Spa;Via Brofferio 3;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;23;45,0676218;7,6751643
IT-TO0447;Biblioteca del Centro studi del Teatro stabile di Torino;Teatro stabile di Torino;Piazza San Carlo 161;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;Torino;24;45,0678927;7,6832018
IT-TO0449;Biblioteca civica Cascina Marchesa;Comune di Torino;Corso Vercelli 141/7;Comune;Pubblica;True;False;Torino;25;45,0973757;7,69231349999996
IT-TO0451;Biblioteca civica Francesco Cognasso;Comune di Torino;Corso Cincinnato 115;Comune;Pubblica;True;False;Torino;26;45,0975139;7,6389061
IT-TO0452;Biblioteca dell'Istituto universitario di studi europei;Istituto universitario di studi europei;Lungo Dora Siena 100;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;27;45,0739747;7,69965509999997
IT-TO0453;Biblioteca del Centro studi e laboratori telecomunicazioni;Centro studi e laboratori telecomunicazioni - CSELT;Via G. Reiss Romoli 274;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;28;45,1111762;7,6702249
IT-TO0456;Biblioteca della Casa madre Opere don Bosco;Salesiani. Casa madre Opere don Bosco di Torino;Via Maria Ausiliatrice 32;Enti ecclesiastici;Specializzata;;True;Torino;29;45,0804605;7,6764898
IT-TO0457;Biblioteca del centro di documentazione della Fondazione Giovanni Agnelli;Fondazione Giovanni Agnelli;Via Giacosa 38;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Torino;30;45,0542676;7,6835036
IT-TO0458;Biblioteca del Centro studi sul giornalismo Gino Pestelli;Centro studi Gino Pestelli;Corso Stati Uniti, 27;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;31;45,0628245;7,6695745
IT-TO0459;Bibliothek des Goethe-Instituts Turin;Goethe-Institut Turin;Piazza San Carlo 206;Istituzioni straniere;Specializzata;;False;Torino;32;45,0674173;7,681911
IT-TO0461;Biblioteca del Collegio universitario Renato Einaudi;Collegio universitario Renato Einaudi;Via Maria Vittoria 39;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;33;45,0650645;7,6924022
IT-TO0462;Biblioteca e archivio delle tradizioni e del costume ebraici Benvenuto e Alessandro Terracini;Archivio delle tradizioni e del costume ebraici Benvenuto e Alessandro Terracini;Via San Pio V  12;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;34;45,0600669;7,6835243
IT-TO0463;Biblioteca dell'Istituto ricerche economico-sociali del Piemonte;Istituto ricerche economico-sociali del Piemonte - IRES;Via Bogino 21;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;Torino;35;45,0669888;7,686554
IT-TO0464;Biblioteca dell'Istituto piemontese Antonio Gramsci;Fondazione Istituto piemontese Antonio Gramsci;Via del carmine, 14;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;36;45,0761456;7,67420679999998
IT-TO0466;Biblioteca Piero Martinetti;Fondazione Piero Martinetti per gli studi di storia filosofica e religiosa;Via Po 19;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;37;45,0688932;7,6890922
IT-TO0468;Biblioteca del CSI Piemonte - Consorzio per il sistema informativo;Consorzio per il sistema informativo;Corso Unione Sovietica 216;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;38;45,0386949;7,6528017
IT-TO0469;Biblioteca della Fondazione Luigi Firpo. Centro di Studi sul Pensiero Politico Onlus;Fondazione Luigi Firpo - Centro di Studi sul Pensiero Politico Onlus;Piazza Carlo Alberto 3;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;False;Torino;39;45,0698873246648;7,68717997141107
IT-TO0472;Biblioteca dell'Istituto internazionale don Bosco;Circoscrizione speciale Piemonte e Valle d'Aosta - ICP Maria Ausiliatrice;Via Caboto, 27;Enti ecclesiastici;Istituto di insegnamento superiore;True;False;Torino;40;45,0553041;7,661381
IT-TO0473;Biblioteca dell'Istituto piemontese per la storia della Resistenza e della società contemporanea Giorgio Agosti;Istituto piemontese per la storia della Resistenza e della società contemporanea Giorgio Agosti;Via del Carmine 13;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;41;45,0759112717563;7,67455595092622
IT-TO0474;Bibliothèque Centre culturel français de Turin;Centre culturel français de Turin;Via Pomba 23;Istituzioni straniere;Specializzata;;False;Torino;42;45,0651658;7,6852608
IT-TO0475;Biblioteca del centro di documentazione del Consorzio per lo sviluppo dell'elettronica e dell'automazione;Consorzio per lo sviluppo dell'elettronica e dell'automazione - CSEA;Via Ventimiglia 201;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;Torino;43;45,0203092;7,6673271
IT-TO0476;Biblioteca del Circolo ricreativo aziendale lavoratori della Sip;Sip. Sezione di Torino;Via Cavalli 6;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;Torino;44;45,0705569;7,6627554
IT-TO0477;Biblioteca civica;Comune di Vallo Torinese;Via Fiano 2;Comune;Pubblica;;False;Torino;45;45,224568;7,4957676
IT-TO0480;Biblioteca civica;Comune di Bollengo;Piazza Statuto 1;Comune;Pubblica;;False;Torino;46;45,473301;7,944872
IT-TO0481;Biblioteca civica;Comune di Cambiano;via Lagrange, 1;Comune;Pubblica;;False;Torino;47;44,9719319;7,7803778
IT-TO0484;Biblioteca civica;Comune di Caselle Torinese;Viale Bona 33;Comune;Pubblica;;False;Torino;48;45,1787921;7,6453432
IT-TO0485;Biblioteca civica;Comune di Cinzano;Via Colla 15;Comune;Pubblica;;False;Torino;49;45,0939711;7,9207056
IT-TO0486;Biblioteca civica;Comune di Corio;Piazza Municipio 5;Comune;Pubblica;;False;Torino;50;45,312463;7,532641
IT-TO0487;Biblioteca europea di cultura Victor del Litto di storia della civiltà comparata e cultura del viaggio;Centro interuniversitario di ricerche sul viaggio in Italia. CIRVI;Via Revigliasco 4;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;51;45,0008637;7,6975211
IT-TO0488;Biblioteca civica Gianni Rodari;Comune di Borgaro Torinese;Piazza Europa 2;Comune;Pubblica;;False;Torino;52;45,152641;7,657474
IT-TO0492;Biblioteca del Centro ricerche e studi Alto Canavese;Associazione centro ricerche e studi Alto Canavese - CORSAC;Piazza Municipio;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;53;45,4134578;7,5443673
IT-TO0494;Biblioteca Comunale;Comune di Frossasco;Via S. De Vitis 10;Comune;Pubblica;;False;Torino;54;44,9334342;7,3511063
IT-TO0495;Biblioteca civica;Comune di Giaveno;Via Francesco Marchini 2;Comune;Pubblica;;False;Torino;55;45,0454749;7,34974579999994
IT-TO0496;Biblioteca civica;Comune di Givoletto;Via Sandro Pertini 2;Comune;Pubblica;;False;Torino;56;45,1582560285976;7,49804019927979
IT-TO0497;"Biblioteca civica ""Emilio Salgari""";Comune di Leinì;Via Volpiano 8;Comune;Pubblica;;False;Torino;57;45,1848549;7,71852890000002
IT-TO0498;Biblioteca civica;Comune di Mazze';Via Italia 110;Comune;Pubblica;;False;Torino;58;45,2995666;7,9364098
IT-TO0500;Biblioteca civica;Comune di Albiano d'Ivrea;Municipio;Comune;Pubblica;;False;Torino;59;45,4350515;7,9498718
IT-TO0504;Biblioteca del centro ricerche FIAT;Centro ricerche FIAT Scpa;Strada Torino 50;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;60;45,0084175;7,5478728
IT-TO0542;Biblioteca e archivio storico del Teatro Regio;Teatro Regio;Piazza Castello 215;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;;Torino;61;45,070618;7,6869774
IT-TO0543;Biblioteca del Centro studi e documentazione partecipazione sviluppo e pace Domenico Sereno Regis;Centro studi e documentazione partecipazione sviluppo e pace Domenico Sereno Regis;Via Garibaldi, 13;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;62;45,0629683;7,6731954
IT-TO0544;Biblioteca del Centro studi teatro ragazzi Gian Renzo Morteo;Comune di Torino. Assessorato per l'istruzione;Piazza A. Fontanesi 5;Comune;Specializzata;;False;Torino;63;45,0744497;7,7093504
IT-TO0546;Biblioteca del Centro studi cultura e societa';Centro studi cultura e societa';Via Cesana 56;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Torino;64;45,0674502;7,6499369
IT-TO0547;Biblioteca del Centro studi piemontesi;Centro studi piemontesi;Via O. Thaon di Revel 15;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;65;45,0334279;7,6770713
IT-TO0555;Biblioteca del Circolo ricreativo aziendale lavoratori del Credito italiano;Credito italiano;Via Arsenale 23;Accademie, associazioni, fondazioni, istituti, societa' (privati);Pubblica;;True;Torino;66;45,0669042;7,6788576
IT-TO0556;Biblioteca del Centro di ricerca per l'economia, l'organizzazione e l'amministrazione della sanita';Centro di ricerca per l'economia, l'organizzazione e l'amministrazione della sanita' - CRESA;Corso M. d'Azeglio 42;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;67;45,0526151;7,6827469
IT-TO0558;Biblioteca Ufficio studi della Cassa di risparmio di Torino;Cassa di risparmio di Torino;Via XX Settembre 31;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;68;45,067203;7,680398
IT-TO0561;Biblioteca della Cooperativa teatrale Assemblea Teatro;Cooperativa teatrale Assemblea Teatro;Via Medail 36;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;True;Torino;69;45,0839582;7,6588273
IT-TO0562;Biblioteca dell'AGESCI - Piemonte;Associazione guide e scouts cattolici italiani;Via Beaulard 61;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;70;45,0705597;7,638077
IT-TO0564;Biblioteca del centro di documentazione dell'area di educazione sanitaria;USSL 1 Torino;Via Bertola 53;Aziende ed enti del servizio sanitario nazionale;Specializzata;;True;Torino;71;45,0735508;7,67119
IT-TO0565;Biblioteca civica Luigi Carluccio - Pozzo Strada;Comune di Torino;Via Monte Ortigara 95;Comune;Pubblica;;False;Torino;72;45,0685564;7,626638
IT-TO0566;Biblioteca civica Italo Calvino;Comune di Torino;Lungo Dora Agrigento, 94;Comune;Pubblica;True;False;Torino;73;45,0861877;7,67822109999997
IT-TO0567;Biblioteca civica Regio Parco;Comune di Torino;Via San Benigno 22;Comune;Pubblica;;False;Torino;74;45,0915518;7,7136167
IT-TO0568;Biblioteca civica Domenico Sereno Regis;Comune di Torino;Corso Ferrucci 65/b;Comune;Pubblica;;False;Torino;75;45,0692117;7,6562283
IT-TO0575;Biblioteca del centro di documentazione del Consorzio trasporti torinesi;Consorzio trasporti torinesi;Via Chisone 6;Aziende ed amministrazioni dello stato ad ordinamento autonomo;Specializzata;;False;Torino;76;45,0546459;7,6726295
IT-TO0576;Biblioteca del Centro estero camere di commercio piemontesi;Centro estero camere di commercio piemontesi;Via Ventimiglia 165;Accademie, associazioni, fondazioni, istituti, societa' (privati);Specializzata;;True;Torino;77;45,0220197;7,6672095
IT-TO0579;Biblioteca del centro di documentazione dell'Associazione Ires Lucia Morosini;Associazione Ires Lucia Morosini;Piazza Vittorio Veneto 1;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;78;45,0658244;7,6940071
IT-TO0580;Biblioteca Braille - Centro regionale di documentazione per non vedenti;Comune di Torino. Assessorato risorse culturali e comunicazione;Via Nizza 151;Comune;Importante non specializzata;;True;Torino;79;45,0439467;7,6717802
IT-TO0581;Biblioteca del Centro studi Giorgio Catti;Centro studi Giorgio Catti;Via Piazzi 33;NON SPECIFICATA;NON SPECIFICATA;;;Torino;80;45,0541353;7,6598461
IT-TO0587;Biblioteca dell'Esperanto centro Torino;Esperanto centro Torino;Corso Vittorio Emanuele 65;Accademie, associazioni, fondazioni, istituti (pubblici);Specializzata;;False;Torino;81;45,0637611;7,675461
IT-TO0590;Biblioteca del Dipartimento di Filosofia e Scienze dell'Educazione - sezione Filosofia, seconda sede Fondazione Luisa Guzzo ;Università degli Studi di Torino. Dipartimento di filosofia e scienze dell'educazione;Via Po 18;Universita' statali;Specializzata;;True;Torino;82;45,0683015;7,6899336
IT-TO0655;Biblioteca del Dipartimento di Psicologia Federico Kiesow dell'Universita' degli Studi di Torino;Universita' degli studi di Torino. Dipartimento di psicologia;Via Verdi, 10 ;Universita' statali;Istituto di insegnamento superiore;;False;Torino;83;45,0692165;7,6902228
IT-TO0660;Biblioteca R. Malaroda del Dipartimento di Scienze della Terra dell'Università degli Studi di Torino;Universita' degli studi di Torino. Dipartimento di scienze della terra;Via Valperga Caluso 35;Universita' statali;Istituto di insegnamento superiore;;False;Torino;84;45,0524509;7,681806
IT-TO0661;Biblioteca G. Tabacco del Dipartimento di Studi Storici dell'Università degli Studi di Torino;Universita' degli studi di Torino;Via Sant'Ottavio 20;Universita' statali;Istituto di insegnamento superiore;True;False;Torino;85;45,0680199;7,6940311
IT-TO0685;Biblioteca di Oculistica del Dipartimento di Fisiopatologia Clinica dell'Università degli Studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di clinica oculistica;Via Juvarra 19;Universita' statali;Istituto di insegnamento superiore;;True;Torino;86;45,074364;7,670771
IT-TO0695;Biblioteca dell'Istituto di scienze medico forensi della Facolta' di medicina e chirurgia dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di scienze medico forensi;Corso G. Galilei 22;Universita' statali;Istituto di insegnamento superiore;;True;Torino;87;45,0434939;7,6791108
IT-TO0702;Biblioteca dell'Istituto di frutticoltura industriale della Facolta' di agraria dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di agraria. Istituto di frutticoltura industriale;Via Leonardo da Vinci 44;Universita' statali;Istituto di insegnamento superiore;;True;Torino;88;45,0612555;7,5876958
IT-TO0706;Biblioteca dell'Istituto di scienze medico forensi. Sezione esterna della Facoltà di medicina e chirurgia dell'Universita' degli studi di Torino;Universita' degli studi di Torino. Facolta' di medicina e chirurgia. Istituto di scienze medico forensi. Sezione esterna;Corso Montevecchio 38;Universita' statali;Istituto di insegnamento superiore;;True;Torino;89;45,0630032;7,6669199
IT-TO0714;Biblioteca dell'Istituto di fisica matematica Joseph Louis Lagrange della Facoltà di scienze matematiche, fisiche e naturali dell'Università degli studi di Torino;Università degli studi di Torino. Facoltà di scienze matematiche, fisiche e naturali. Istituto di fisica matematica Joseph Louis Lagrange;Via Carlo Alberto 10;Universita' statali;Istituto di insegnamento superiore;;True;Torino;90;45,0677144;7,6856246
IT-TO0736;Biblioteca centrale di ingegneria del Politecnico di Torino;Politecnico di Torino. Facolta' di ingegneria;Corso Duca degli Abruzzi 24;Universita' statali;Istituto di insegnamento superiore;;True;Torino;91;45,0624031;7,6624256
IT-TO0737;Biblioteca centrale di architettura del Politecnico di Torino;Politecnico di Torino. Facolta' di architettura;Viale P. A. Mattioli 39;Universita' statali;Istituto di insegnamento superiore;;True;Torino;92;45,053789;7,6848219
IT-TO0756;Biblioteca civica Nino Colombo. Sezione esterna di Fornaci;Comune di Beinasco;Via San Giacomo 30;Comune;Pubblica;;False;Torino;93;45,0290648;7,596617
IT-TO0758;Biblioteca della Soprintendenza Archeologia, belle arti e paesaggio per le province di Alessandria, Asti e Cuneo;Ministero dei beni e delle attività culturali e del turismo. Soprintendenza Archeologia, belle arti e paesaggio  per le province di Alessandria, Asti e Cuneo;Piazza S. Giovanni 2;Direzione generale archeologia, belle arti e paesaggio;Specializzata;;True;Torino;94;45,072973;7,684911
IT-TO0759;Biblioteca di Medicina del lavoro e ortopedia del Dipartimento di Scienze della Sanità pubblica e pediatriche;Universita' degli studi di Torino. Dipartimento di traumatologia, ortopedia e medicina del lavoro;Ospedale CTO - Via Zuretti 29;Universita' statali;Istituto di insegnamento superiore;;True;Torino;95;45,0330106;7,6733023
